00000107 | 11,2,14 | 2016-12-30 | 1
00000107 | 8,15,14 | 2017-01-04 | 2
00000107 | 4,7,15 | 2017-01-12 | 3
00000107 | 8,6,7 | 2017-01-19 | 4
00000107 | 2,10,6 | 2017-01-27 | 5
00000107 | 4,8,11 | 2017-02-01 | 6
00000107 | 1,11,5 | 2017-02-12 | 7
00000107 | 1,11,3 | 2017-02-17 | 8
00000107 | 2,9,15 | 2017-02-25 | 9
00000107 | 12,11,5 | 2017-03-03 | 10
00000107 | 2,13,11 | 2017-03-10 | 11
00000107 | 1,9,3 | 2017-03-13 | 12
00000107 | 5,14,8 | 2017-03-21 | 13
00000107 | 15,11,14 | 2017-04-02 | 14
00000107 | 6,7,2 | 2017-04-08 | 15
00000107 | 7,14,4 | 2017-04-11 | 16
00000107 | 14,13,6 | 2017-04-21 | 17
00000107 | 4,10,6 | 2017-04-29 | 18
00000107 | 14,6,12 | 2017-05-06 | 19
00000107 | 6,1,12 | 2017-05-13 | 20
00000107 | 7,9,15 | 2017-05-18 | 21
00000107 | 14,13,8 | 2017-05-26 | 22
00000107 | 3,14,6 | 2017-06-03 | 23
00000107 | 10,1,6 | 2017-06-08 | 24
00000107 | 15,9,8 | 2017-06-13 | 25
00000107 | 10,2,5 | 2017-06-25 | 26
00000107 | 14,12,1 | 2017-06-26 | 27
00000107 | 9,11,6 | 2017-07-03 | 28
00000107 | 10,4,6 | 2017-07-12 | 29
00000107 | 7,13,9 | 2017-07-22 | 30
00000107 | 1,8,10 | 2017-07-28 | 31
00000107 | 3,11,4 | 2017-07-31 | 32
00000107 | 4,7,15 | 2017-08-08 | 33
00000107 | 14,10,1 | 2017-08-16 | 34
00000107 | 4,3,8 | 2017-08-24 | 35
00000107 | 11,5,14 | 2017-08-31 | 36
00000107 | 8,3,9 | 2017-09-10 | 37
00000107 | 9,7,4 | 2017-09-12 | 38
00000107 | 14,5,15 | 2017-09-18 | 39
00000107 | 8,6,10 | 2017-09-28 | 40
00000107 | 8,1,14 | 2017-10-03 | 41
00000107 | 6,8,7 | 2017-10-13 | 42
00000107 | 13,10,12 | 2017-10-16 | 43
00000107 | 8,15,9 | 2017-10-24 | 44
00000107 | 2,7,11 | 2017-10-31 | 45
00000107 | 4,9,15 | 2017-11-07 | 46
00000107 | 1,15,14 | 2017-11-17 | 47
00000107 | 4,5,9 | 2017-11-20 | 48
00000107 | 13,7,10 | 2017-12-01 | 49
00000107 | 6,8,1 | 2017-12-06 | 50
00000107 | 2,10,11 | 2017-12-16 | 51
00000107 | 15,3,11 | 2017-12-24 | 52
00000107 | 11,12,6 | 2017-12-26 | 53
00000107 | 12,4,5 | 2018-01-01 | 54
00000107 | 11,3,15 | 2018-01-08 | 55
00000107 | 5,2,10 | 2018-01-20 | 56
00000107 | 6,2,14 | 2018-01-22 | 57
00000107 | 14,7,9 | 2018-02-04 | 58
00000107 | 6,1,13 | 2018-02-08 | 59
00000107 | 9,1,3 | 2018-02-16 | 60
00000107 | 1,9,7 | 2018-02-23 | 61
00000107 | 6,4,14 | 2018-03-02 | 62
00000107 | 3,9,13 | 2018-03-06 | 63
00000107 | 13,9,8 | 2018-03-12 | 64
00000107 | 6,10,8 | 2018-03-25 | 65
00000107 | 5,4,8 | 2018-03-28 | 66
00000107 | 10,5,12 | 2018-04-04 | 67
00000107 | 15,6,3 | 2018-04-12 | 68
00000107 | 5,6,10 | 2018-04-16 | 69
00000107 | 12,9,15 | 2018-04-29 | 70
00000107 | 14,7,1 | 2018-05-04 | 71
00000107 | 10,15,1 | 2018-05-12 | 72
00000107 | 6,2,12 | 2018-05-19 | 73
00000107 | 12,8,7 | 2018-05-27 | 74
00000107 | 3,11,14 | 2018-06-03 | 75
00000107 | 8,1,9 | 2018-06-10 | 76
00000107 | 1,5,3 | 2018-06-17 | 77
00000107 | 11,6,7 | 2018-06-18 | 78
00000107 | 10,11,3 | 2018-06-29 | 79
00000107 | 2,3,11 | 2018-07-05 | 80
00000107 | 15,11,1 | 2018-07-13 | 81
00000107 | 14,7,13 | 2018-07-19 | 82
00000107 | 7,3,10 | 2018-07-25 | 83
00000107 | 6,12,15 | 2018-08-05 | 84
00000107 | 10,4,3 | 2018-08-06 | 85
00000107 | 6,8,14 | 2018-08-14 | 86
00000107 | 13,11,2 | 2018-08-26 | 87
00000107 | 13,2,4 | 2018-08-28 | 88
00000107 | 10,8,15 | 2018-09-04 | 89
00000107 | 8,5,4 | 2018-09-14 | 90
00000107 | 8,1,5 | 2018-09-21 | 91
00000107 | 12,1,2 | 2018-09-27 | 92
00000107 | 14,7,6 | 2018-10-01 | 93
00000107 | 12,4,5 | 2018-10-14 | 94
00000107 | 3,8,12 | 2018-10-21 | 95
00000107 | 6,1,4 | 2018-10-24 | 96
00000107 | 11,2,9 | 2018-11-01 | 97
00000107 | 10,13,15 | 2018-11-07 | 98
00000107 | 2,11,8 | 2018-11-12 | 99
00000107 | 8,4,15 | 2018-11-21 | 100
00000102 | 3,7,6 | 2016-12-29 | 1
00000102 | 12,13,6 | 2017-01-02 | 2
00000102 | 2,7,1 | 2017-01-10 | 3
00000102 | 2,15,5 | 2017-01-17 | 4
00000102 | 15,12,1 | 2017-01-25 | 5
00000102 | 10,13,6 | 2017-02-02 | 6
00000102 | 2,6,8 | 2017-02-08 | 7
00000102 | 12,5,2 | 2017-02-17 | 8
00000102 | 10,12,11 | 2017-02-20 | 9
00000102 | 9,4,7 | 2017-03-03 | 10
00000102 | 11,12,6 | 2017-03-12 | 11
00000102 | 14,8,3 | 2017-03-19 | 12
00000102 | 5,6,15 | 2017-03-24 | 13
00000102 | 14,1,10 | 2017-03-28 | 14
00000102 | 11,15,13 | 2017-04-03 | 15
00000102 | 9,10,6 | 2017-04-13 | 16
00000102 | 15,7,2 | 2017-04-19 | 17
00000102 | 8,15,5 | 2017-04-30 | 18
00000102 | 13,12,15 | 2017-05-04 | 19
00000102 | 1,5,2 | 2017-05-13 | 20
00000102 | 7,14,5 | 2017-05-17 | 21
00000102 | 15,7,4 | 2017-05-22 | 22
00000102 | 1,13,2 | 2017-05-30 | 23
00000102 | 14,9,13 | 2017-06-06 | 24
00000102 | 8,9,15 | 2017-06-14 | 25
00000102 | 14,5,15 | 2017-06-20 | 26
00000102 | 12,15,8 | 2017-07-02 | 27
00000102 | 5,6,3 | 2017-07-08 | 28
00000102 | 10,7,11 | 2017-07-12 | 29
00000102 | 3,2,14 | 2017-07-20 | 30
00000102 | 5,7,14 | 2017-07-26 | 31
00000102 | 10,4,7 | 2017-08-05 | 32
00000102 | 1,14,8 | 2017-08-13 | 33
00000102 | 1,4,11 | 2017-08-15 | 34
00000102 | 15,14,1 | 2017-08-27 | 35
