00012520 | 12,11,9 | 2016-12-27 | 1
00012520 | 9,7,12 | 2017-01-05 | 2
00012520 | 6,12,11 | 2017-01-11 | 3
00012520 | 9,1,12 | 2017-01-18 | 4
00012520 | 12,11,2 | 2017-01-30 | 6
00012520 | 8,5,2 | 2017-02-10 | 7
00012520 | 4,2,15 | 2017-02-19 | 8
00012520 | 10,11,5 | 2017-03-19 | 12
00012520 | 8,15,6 | 2017-03-25 | 13
00012520 | 9,5,1 | 2017-04-06 | 15
00012520 | 5,6,9 | 2017-04-27 | 18
00012520 | 9,1,15 | 2017-05-03 | 19
00012520 | 7,9,1 | 2017-05-18 | 21
00012520 | 3,14,10 | 2017-06-13 | 25
00012520 | 6,15,13 | 2017-06-23 | 26
00012520 | 9,5,6 | 2017-08-20 | 34
00012520 | 11,10,12 | 2017-08-23 | 35
00012520 | 15,11,5 | 2017-09-01 | 36
00012520 | 10,1,11 | 2017-09-05 | 37
00012520 | 12,10,1 | 2017-09-13 | 38
00012520 | 4,14,9 | 2017-09-30 | 40
00012520 | 4,7,8 | 2017-10-31 | 45
00012520 | 7,10,12 | 2017-11-16 | 47
00012520 | 6,15,1 | 2017-11-23 | 48
00012520 | 11,10,6 | 2017-12-11 | 51
00012520 | 6,15,12 | 2017-12-21 | 52
00012520 | 9,2,4 | 2018-01-07 | 54
00012520 | 3,10,12 | 2018-01-16 | 56
00012520 | 2,7,12 | 2018-02-09 | 59
00012520 | 8,4,6 | 2018-02-13 | 60
00012520 | 4,8,11 | 2018-02-23 | 61
00012520 | 1,7,10 | 2018-02-26 | 62
00012520 | 11,5,15 | 2018-03-06 | 63
00012520 | 6,8,13 | 2018-03-13 | 64
00012520 | 8,3,9 | 2018-04-12 | 68
00012520 | 14,11,8 | 2018-04-16 | 69
00012520 | 1,13,7 | 2018-04-25 | 70
00012520 | 7,9,12 | 2018-05-02 | 71
00012520 | 15,8,14 | 2018-05-11 | 72
00012520 | 5,2,13 | 2018-05-19 | 73
00012520 | 14,7,2 | 2018-05-31 | 75
00012520 | 3,12,14 | 2018-06-14 | 77
00012520 | 15,5,14 | 2018-06-28 | 79
00012520 | 14,6,7 | 2018-07-08 | 80
00012520 | 2,12,11 | 2018-07-25 | 83
00012520 | 13,15,9 | 2018-08-02 | 84
00012520 | 7,14,1 | 2018-08-12 | 85
00012520 | 15,11,12 | 2018-08-21 | 87
00012520 | 1,15,6 | 2018-08-27 | 88
00012520 | 13,7,8 | 2018-09-11 | 90
00012520 | 7,15,11 | 2018-09-19 | 91
00012520 | 4,6,14 | 2018-09-29 | 92
00012520 | 1,6,11 | 2018-10-07 | 93
00012520 | 3,15,10 | 2018-10-24 | 96
00012520 | 8,9,5 | 2018-11-02 | 97
00012520 | 5,9,7 | 2018-11-13 | 99
00012520 | 15,1,8 | 2018-11-24 | 100
00012520 | 12,7,4 | 2018-12-09 | 102
00012520 | 10,12,5 | 2018-12-16 | 103
00012520 | 5,12,6 | 2018-12-19 | 104
00012520 | 3,9,11 | 2019-01-22 | 109
00012520 | 6,7,5 | 2019-02-02 | 110
00012520 | 13,2,12 | 2019-02-11 | 112
00012520 | 6,12,13 | 2019-02-22 | 113
00012520 | 4,7,13 | 2019-03-09 | 115
00012520 | 14,4,13 | 2019-03-11 | 116
00012520 | 8,2,6 | 2019-03-28 | 118
00012520 | 4,14,10 | 2019-04-02 | 119
00012520 | 8,9,5 | 2019-04-11 | 120
00012520 | 8,10,11 | 2019-04-16 | 121
00012520 | 14,10,13 | 2019-04-28 | 122
00012520 | 1,8,15 | 2019-05-10 | 124
00012520 | 15,12,13 | 2019-05-18 | 125
00012520 | 15,13,14 | 2019-06-02 | 127
00012520 | 5,6,15 | 2019-06-22 | 130
00012520 | 14,6,15 | 2019-06-25 | 131
00012520 | 1,11,13 | 2019-07-01 | 132
00012520 | 3,2,15 | 2019-08-18 | 138
00012520 | 6,9,4 | 2019-08-31 | 140
00012520 | 14,15,9 | 2019-09-12 | 142
00012520 | 8,10,9 | 2019-10-04 | 145
00012520 | 4,14,9 | 2019-10-18 | 147
00012520 | 11,10,2 | 2019-11-15 | 151
00012520 | 5,13,3 | 2019-12-02 | 154
00012520 | 8,10,5 | 2019-12-11 | 155
00012520 | 5,10,7 | 2019-12-23 | 157
00012520 | 2,6,10 | 2020-01-05 | 158
00012520 | 12,11,3 | 2020-01-12 | 159
00012520 | 12,15,14 | 2020-02-21 | 165
00012520 | 7,3,14 | 2020-02-25 | 166
00012520 | 11,15,4 | 2020-03-08 | 167
00012520 | 3,12,4 | 2020-03-10 | 168
00012520 | 2,1,3 | 2020-04-16 | 173
00012520 | 3,14,15 | 2020-05-07 | 176
00012520 | 15,4,8 | 2020-05-17 | 177
00012520 | 14,3,9 | 2020-05-21 | 178
00012520 | 11,15,3 | 2020-06-28 | 183
00012520 | 15,10,2 | 2020-06-29 | 184
00012520 | 3,14,6 | 2020-07-16 | 186
00012520 | 15,2,12 | 2020-07-21 | 187
00012520 | 1,10,13 | 2020-08-05 | 189
00012520 | 2,7,5 | 2020-08-11 | 190
00012520 | 5,2,11 | 2020-08-19 | 191
00012520 | 7,10,11 | 2020-09-03 | 193
00012520 | 6,3,5 | 2020-10-06 | 198
00012520 | 6,13,8 | 2020-10-30 | 201
00012520 | 9,13,12 | 2020-11-06 | 202
00012520 | 8,1,7 | 2020-11-14 | 203
00012520 | 7,5,13 | 2020-12-03 | 206
00012520 | 5,13,11 | 2020-12-12 | 207
00012520 | 6,12,15 | 2020-12-25 | 209
00012520 | 6,1,8 | 2021-01-26 | 214
00012520 | 14,4,12 | 2021-02-04 | 215
00012520 | 9,13,14 | 2021-02-14 | 216
00012520 | 13,10,5 | 2021-02-28 | 218
00012520 | 4,11,3 | 2021-03-04 | 219
00012520 | 9,12,6 | 2021-03-12 | 220
00012520 | 1,12,6 | 2021-03-18 | 221
00012520 | 1,11,2 | 2021-03-22 | 222
00012520 | 11,7,8 | 2021-04-11 | 224
00012520 | 12,2,14 | 2021-04-18 | 225
00012520 | 2,3,6 | 2021-04-23 | 226
00012520 | 7,10,6 | 2021-04-26 | 227
00012520 | 13,6,7 | 2021-05-03 | 228
00012520 | 12,13,11 | 2021-05-12 | 229
00012520 | 10,9,15 | 2021-05-22 | 230
00012520 | 15,6,9 | 2021-05-24 | 231
00012520 | 14,8,12 | 2021-06-20 | 234
00012520 | 11,8,7 | 2021-06-26 | 235
00012520 | 11,8,3 | 2021-07-16 | 238
00012520 | 8,3,15 | 2021-08-22 | 243
00012520 | 9,10,13 | 2021-09-11 | 246
00012520 | 5,1,14 | 2021-09-16 | 247
00012520 | 8,1,14 | 2021-09-21 | 248
00012520 | 2,7,15 | 2021-10-01 | 249
00012520 | 15,12,13 | 2021-10-07 | 250
00012520 | 6,3,2 | 2021-10-21 | 252
00012520 | 9,14,13 | 2021-11-05 | 254
00012520 | 8,11,4 | 2021-11-12 | 255
00012520 | 11,13,3 | 2021-11-18 | 256
00012520 | 10,13,7 | 2021-11-29 | 258
00012520 | 7,10,6 | 2021-12-22 | 261
00012520 | 14,1,9 | 2022-01-01 | 262
00012520 | 8,10,3 | 2022-01-08 | 263
00012520 | 10,8,13 | 2022-01-13 | 264
00012520 | 5,2,1 | 2022-01-27 | 266
00012520 | 6,13,3 | 2022-02-04 | 267
00012520 | 11,3,15 | 2022-04-03 | 275
00012520 | 13,8,2 | 2022-04-08 | 276
00012520 | 12,10,1 | 2022-04-19 | 278
00012520 | 10,13,3 | 2022-04-28 | 279
00012520 | 9,5,4 | 2022-06-01 | 284
00012520 | 14,4,7 | 2022-06-15 | 286
00012520 | 10,3,5 | 2022-07-03 | 288
00012520 | 15,4,10 | 2022-07-06 | 289
00012520 | 1,7,14 | 2022-07-23 | 291
00012520 | 9,5,10 | 2022-08-14 | 294
00012520 | 14,10,12 | 2022-08-20 | 295
00012520 | 15,2,3 | 2022-09-11 | 298
00012520 | 6,15,1 | 2022-10-13 | 303
00012520 | 8,11,5 | 2022-10-23 | 304
00012520 | 10,1,7 | 2022-10-29 | 305
00012520 | 14,7,15 | 2022-12-04 | 310
00012520 | 2,5,12 | 2022-12-05 | 311
00012520 | 4,8,10 | 2023-01-08 | 315
00012520 | 12,6,7 | 2023-01-10 | 316
00012520 | 8,15,6 | 2023-01-19 | 317
00012520 | 5,1,12 | 2023-01-27 | 318
